title,decision,total_score,q1_score,q2_score,q3_score,q4_score,q5_score,exclusion_reason,doi,source_database,created_at
"The light transmission and seiche depth of Izmir Bay, western Turkey",EXCLUDE,2,2,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so I cannot determine the relevance of the study.)",10.1007/s12040-007-0007-5,OpenAlex,2026-03-02 22:52:06.697725+00
Spatial and temporal methane emissions from urbanized subtropical estuaries in the northwest Gulf of Mexico,EXCLUDE,2,2,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract field is empty.),10.1016/j.marpolbul.2025.118320,OpenAlex,2026-03-02 22:52:14.267437+00
Intravital Imaging of Bright Cyan-Fluorescent AML Model Reveals Impact of CXCR4 Inhibitor on AML and Immune Cell Dynamics,EXCLUDE,2,0,0,0,0,2,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on leukemia cells and their dynamics within bone marrow, which is unrelated to marine research.)",10.1182/blood-2019-131945,OpenAlex,2026-03-02 22:51:09.470643+00
Water Management on Board Disney Cruise Line Company Ships: Methods and Legislation.,EXCLUDE,2,1,1,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study describes the water management and waste policies aboard Disney cruise ships and does not focus on environmental pollution.),10.24193/awc2019_34,OpenAlex,2026-03-02 22:49:42.524877+00
"Accidental and Deliberate Oil Spills in Europe: Detection, Sampling and Subsequent Analyses",EXCLUDE,1,0,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so the relevance of this article to the project's aims cannot be determined.)",10.1007/978-3-540-77587-4_271,OpenAlex,2026-03-02 22:49:51.629851+00
"Waterborne Diseases of the Ocean, Enteric Viruses",EXCLUDE,1,1,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so it is impossible to determine relevance.)",10.1007/978-1-4614-5719-0_13,OpenAlex,2026-03-02 22:52:09.113351+00
The Prosperous Age: The Postwar Period,EXCLUDE,1,0,1,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Historical analysis of the shipping industry with no direct environmental research or data.),10.5949/liverpool/9780986497322.003.0007,OpenAlex,2026-03-02 22:50:38.912846+00
Light-weight Optimum Design of Laminate Structures of a GFRP Fishing Vessel,EXCLUDE,1,0,1,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on the structural design of fishing vessels, not on marine pollution or water quality.)",10.26748/ksoe.2019.105,OpenAlex,2026-03-02 22:47:15.049269+00
The Combination of Mechanical Separation with Chemical Separation to Treat Waste Water Offshore,EXCLUDE,1,0,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on offshore oil and gas wastewater treatment methods, which is outside the scope of coastal marine research.)",10.2118/118286-ms,OpenAlex,2026-03-02 22:50:03.363716+00
"Thirteenth Annual Meeting of the Society for Pediatric Anesthesia, Dallas, Texas, October 8, 1999",EXCLUDE,1,0,0,1,0,0,"Low score: Cumulative criteria not met. (AI Note: Conference abstract on pediatric anesthesia, not related to marine research or pollution.)",10.1213/00000539-200004000-00041,OpenAlex,2026-03-02 22:51:24.741635+00
“The Black and Cruel Demon” and Its Transformations of Space:,EXCLUDE,1,0,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The paper is about the social changes brought about by oil in world literature, but is not a research study.)",10.5325/intelitestud.14.1.0056,OpenAlex,2026-03-02 22:50:36.95287+00
The implications of developments on the Atlantic Frontier for marine mammals,EXCLUDE,1,1,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, making it impossible to determine the research focus.)",10.1016/s0278-4343(00)00125-4,OpenAlex,2026-03-02 22:50:34.363145+00
Research on a Numerical Simulation Model of Marine Drifting Debris: A Case Study of Penghu Waters,EXCLUDE,1,1,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing therefore the relevance of the article is unclear.),10.1007/s12601-024-00155-0,OpenAlex,2026-03-02 22:50:21.435536+00
Biodiscovery of Marine Microbial Enzymes in Indonesia,EXCLUDE,1,1,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study generally discusses enzymes from marine microbes, but does not describe a quantitative method or focus on vessel or oil pollution.)",10.1201/9781003303909-3,OpenAlex,2026-03-02 22:51:44.983687+00
How do we make an X-ray scan of Earth&amp;#8217;s oceanic crust?,EXCLUDE,1,1,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study describes a marine geophysics educational program and outreach activity, not a research study with quantitation of pollutants.)",10.5194/egusphere-egu25-6769,OpenAlex,2026-03-02 22:51:07.847134+00
Assessment of microplastics release from polyester fabrics: The impact of different washing conditions,EXCLUDE,1,0,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on microplastic release from textiles, which is not the intended scope.)",10.1016/j.envpol.2020.113960,OpenAlex,2026-03-02 22:51:29.890771+00
The large-scale flux of nutrients from land to water and the eutrophication of lakes and marine waters,EXCLUDE,1,1,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so I cannot provide the scores.)",10.1016/0025-326x(94)90663-7,OpenAlex,2026-03-02 22:51:35.254836+00
Emerging substances—emerging problems?,EXCLUDE,1,0,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study discusses emerging pollutants, but it is an editorial piece calling for risk assessment and further research rather than presenting a novel data set.)",10.1897/06-025.1,OpenAlex,2026-03-02 22:51:42.264673+00
Plastic waste as a novel substrate for industrial biotechnology,EXCLUDE,1,0,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper discusses plastic waste and its potential use as a substrate for industrial biotechnology, not directly related to marine environments or vessel pollution.)",10.1111/1751-7915.12312,OpenAlex,2026-03-02 22:51:39.148405+00
Sedimentation rate and bioturbation in the Arabian Gulf,EXCLUDE,1,1,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The provided abstract is empty, therefore a thorough analysis and scoring is not possible.)",10.1016/s0160-4120(97)00118-9,OpenAlex,2026-03-02 22:52:03.732778+00
Evidence-Based Practice Habits: Transforming Research Into Bedside Practice,EXCLUDE,1,0,0,0,0,1,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses implementing evidence-based practices in critical care nursing and does not involve marine research.),10.4037/ccn2009287,OpenAlex,2026-03-02 22:51:03.126822+00
"Foreigners Everywhere: The 60th Venice Biennale, curated by Adriano Pedrosa",EXCLUDE,1,0,0,1,0,0,"Low score: Cumulative criteria not met. (AI Note: The abstract discusses art and cultural exhibits at the Venice Biennale, with no mention of marine research or oil spills.)",10.1162/afar.r.818,OpenAlex,2026-03-02 22:50:41.433806+00
"Inferring coastal processes from regional-scale mapping of 222Radon and salinity: examples from the Great Barrier Reef, Australia",EXCLUDE,1,1,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Abstract is missing so I cannot assess the methods/quantitation/oil.),10.1016/j.jenvrad.2009.11.012,OpenAlex,2026-03-02 22:51:56.042177+00
Historical and basic perspectives of SCUBA diving,EXCLUDE,1,1,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Article presents a historical overview of SCUBA diving and equipment, lacking specific research data.)",10.1249/00005768-199605000-00005,OpenAlex,2026-03-02 22:50:29.321074+00
Applications of ozone for industrial wastewater treatment — A review,EXCLUDE,1,0,0,0,0,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a review of industrial wastewater treatment using ozone, lacking a direct marine focus and empirical study.)",10.1080/01919512.1997.10382859,OpenAlex,2026-03-02 22:51:29.327895+00
Eco-design of nanostructured cellulose sponges for sea-water decontamination from heavy metal ions,EXCLUDE,1,1,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study focuses on heavy metal ions, and cellulose sponges, with no information about field sampling or specific methodology.)",10.1016/j.jclepro.2019.119009,OpenAlex,2026-03-02 22:49:36.781944+00
A step-by-step protocol for crossing and marker-assisted breeding of Asian and African rice varieties,EXCLUDE,1,0,0,0,0,1,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper describes a protocol for breeding rice varieties and does not relate to marine research.),10.21769/p2665,OpenAlex,2026-03-02 22:51:10.838792+00
"Thirteenth Annual Meeting of the Society for Pediatric Anesthesia, Dallas, Texas, October 8, 1999",EXCLUDE,1,0,0,1,0,0,Low score: Cumulative criteria not met. (AI Note: This is a medical conference report about pediatric anesthesia and does not contain marine research data.),10.1097/00000539-200004000-00041,OpenAlex,2026-03-02 22:51:24.457536+00
Using the FlowCam to Validate an Enzymatic Digestion Protocol Applied to Assess the Occurrence of Microplastics in the Southern North Sea,EXCLUDE,1,1,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing and key information about the study cannot be assessed.),10.1016/b978-0-12-812271-6.00094-6,OpenAlex,2026-03-02 22:51:38.356913+00
Ship service systems,EXCLUDE,1,0,1,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, and the title alone suggests a general discussion of ship systems without specific research data.)",10.1016/b978-075064398-6/50004-x,OpenAlex,2026-03-02 22:49:54.37657+00
A Wireless Hydrocarbon Pollution Measuring and Monitoring System,EXCLUDE,1,0,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract describes a monitoring system, not a research study with data from a marine source.)",10.1109/mim.2007.339543,OpenAlex,2026-03-02 22:49:43.064532+00
Historical and basic perspectives of SCUBA diving,EXCLUDE,1,1,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper is a historical overview of SCUBA diving and its evolution, focusing on equipment, safety, and perception rather than a research study of marine environment.)",10.1097/00005768-199605000-00005,OpenAlex,2026-03-02 22:50:23.600389+00
Marina with Gas Dock in South Carolina,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The text discusses marina selection criteria and amenities, without any research data.)",10.5281/zenodo.18445217,OpenAlex,2026-03-02 22:50:48.843143+00
symbiolab/Vitaprint_calibration: Vitaprint calibration v1.0,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article is about the calibration of a 3D printer and has nothing to do with marine research.),10.5281/zenodo.841394,OpenAlex,2026-03-02 22:51:07.612718+00
Single‐use materials and poorly recycled waste in intensive care: An argument for improving sustainability,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The article discusses plastic use in intensive care units and does not relate to marine research.),10.1111/nicc.13250,OpenAlex,2026-03-02 22:51:45.489936+00
Task of Mineral Nutrients in Eutrophication,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so I cannot assess the relevance of the study based on the title alone.)",10.1007/978-94-007-7814-6_16,OpenAlex,2026-03-02 22:51:40.151013+00
Synthesis and characterization of biobased capsules formed from interpenetrating networks of alginate and poly(ethylene glycol) for the encapsulation of blue dye,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on synthesizing capsules for dye encapsulation, which does not directly relate to marine research or pollution in marine environments.)",10.1038/s41598-025-05352-y,OpenAlex,2026-03-02 22:51:40.406233+00
Water Contamination and Impacts of Synthetic Microfibers Pollutants to the Global Ecosystem,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so the content cannot be assessed.)",10.1007/978-3-031-62600-5_9,OpenAlex,2026-03-02 22:51:41.628831+00
Sustainability in anaesthesia and critical care: beyond carbon,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses the environmental impacts of healthcare, focusing on carbon emissions and other pollutants but does not focus on marine research.)",10.1016/j.bjae.2022.08.005,OpenAlex,2026-03-02 22:51:41.246974+00
Scientific consequences of the wreck of the “Torrey Canyon”,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing so the relevance of the title cannot be assessed.),10.1007/bf01611235,OpenAlex,2026-03-02 22:51:36.681379+00
A multipurpose thermal vacuum chamber for planetary research compatible with stand-off laser spectroscopies,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study describes a thermal vacuum chamber for planetary research and does not relate to marine research.),10.5194/epsc2022-1234,OpenAlex,2026-03-02 22:51:01.087635+00
Auxiliaries,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is empty and the title does not provide enough information to classify the paper.),10.1016/b978-075062530-2/50008-8,OpenAlex,2026-03-02 22:50:02.329982+00
Marina with Gas Dock in South Carolina,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The text is an advertisement for a marina and does not contain research data.),10.5281/zenodo.18445216,OpenAlex,2026-03-02 22:50:48.364842+00
Abstract 400: A new model for macrophage transdifferentiation into lymphatic endothelial cell progenitors,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study discusses macrophage transdifferentiation into lymphatic endothelial cell progenitors in mice, and does not relate to marine research.)",10.1158/1538-7445.am2012-400,OpenAlex,2026-03-02 22:51:06.995553+00
Epilogue: Athletic Clashes of Civilizations or Bridges Over Cultural Divisions? The Olympic Games as Legacies and the Legacies of the Olympic Games,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses the Athens Olympics and related infrastructure development but does not relate to marine research.),10.4324/9781315868417-13,OpenAlex,2026-03-02 22:50:49.084499+00
